"StudentId","CourseField","YearLevel","GradePercent"
40,"Physics",4,48
40,"Math",1,95
40,"Math",3,80
40,"Physics",3,61
40,"Math",1,49
41,"Math",4,47
41,"Physics",2,89
41,"Biology",2,62
41,"Biology",4,56
41,"Physics",2,58
41,"Biology",4,86
41,"Math",3,82
41,"Physics",4,68
41,"Chemistry",3,46
41,"Chemistry",3,52
42,"Biology",4,87
42,"Math",3,54
42,"Physics",3,88
42,"Math",2,71
42,"Biology",2,72
42,"Biology",4,83
42,"Math",2,62
42,"Chemistry",1,73
42,"Chemistry",3,98
42,"Biology",1,99
43,"Biology",1,48
43,"Physics",1,58
43,"Physics",1,70
43,"Chemistry",3,54
43,"Biology",2,95
43,"Chemistry",1,96
43,"Physics",3,91
43,"Physics",3,85
43,"Math",3,86
43,"Math",3,57
44,"Math",4,47
44,"Chemistry",3,91
44,"Math",2,75
44,"Biology",2,57
44,"Physics",4,68
44,"Chemistry",3,67
44,"Math",1,84
44,"Chemistry",4,45
44,"Math",2,63
44,"Chemistry",3,54
45,"Chemistry",1,93
45,"Biology",2,46
45,"Math",1,99
45,"Biology",2,62
45,"Math",3,77
45,"Biology",3,48
45,"Physics",1,71
45,"Math",2,63
45,"Math",4,63
45,"Biology",2,55
46,"Chemistry",4,97
46,"Biology",3,65
46,"Biology",4,58
46,"Biology",2,65
46,"Math",2,94
46,"Chemistry",1,93
46,"Physics",2,89
46,"Physics",3,72
46,"Biology",3,75
46,"Math",4,70
47,"Biology",2,95
47,"Physics",4,97
47,"Physics",4,60
47,"Physics",2,65
47,"Math",3,65
47,"Physics",2,69
47,"Biology",4,57
47,"Math",2,53
47,"Biology",4,60
47,"Math",4,54
48,"Biology",1,52
48,"Math",4,58
48,"Chemistry",1,54
48,"Physics",3,73
48,"Math",1,51
48,"Chemistry",4,98
48,"Chemistry",3,63
48,"Math",2,50
48,"Biology",2,59
48,"Physics",4,70
49,"Biology",4,47
49,"Math",3,94
49,"Physics",4,96
49,"Chemistry",1,50
49,"Biology",2,86
49,"Physics",2,93
49,"Chemistry",1,80
49,"Biology",2,71
49,"Physics",4,61
49,"Biology",3,60
50,"Math",4,72
50,"Biology",1,98
50,"Physics",1,60
50,"Biology",3,99
50,"Biology",2,55
50,"Chemistry",3,97
50,"Biology",2,73
50,"Biology",4,99
50,"Physics",3,63
50,"Math",2,71
51,"Biology",4,77
51,"Physics",2,90
51,"Math",4,90
51,"Math",3,71
51,"Physics",3,85
51,"Biology",3,47
51,"Biology",4,95
51,"Physics",4,99
51,"Biology",2,90
51,"Physics",3,70
52,"Biology",4,78
52,"Physics",4,79
52,"Chemistry",3,76
52,"Chemistry",3,66
52,"Math",3,60
52,"Physics",1,96
52,"Biology",4,53
52,"Math",2,76
52,"Physics",4,86
52,"Chemistry",2,50
53,"Math",3,79
53,"Physics",2,65
53,"Math",3,96
53,"Math",3,46
53,"Physics",2,64
53,"Biology",1,68
53,"Chemistry",2,65
53,"Chemistry",4,49
53,"Biology",4,86
53,"Chemistry",1,47
54,"Chemistry",4,47
54,"Biology",1,80
54,"Physics",4,81
54,"Biology",1,66
54,"Chemistry",2,74
54,"Physics",4,84
54,"Chemistry",3,87
54,"Chemistry",1,51
54,"Chemistry",4,79
54,"Chemistry",1,46
55,"Biology",3,92
55,"Chemistry",3,64
55,"Biology",4,88
55,"Math",4,83
55,"Chemistry",1,71
55,"Math",3,63
55,"Math",1,86
55,"Chemistry",1,75
55,"Physics",3,61
55,"Physics",4,45
56,"Biology",2,66
56,"Chemistry",1,96
56,"Physics",4,96
56,"Math",4,97
56,"Biology",1,57
56,"Chemistry",3,81
56,"Biology",1,65
56,"Biology",2,66
56,"Math",1,50
56,"Chemistry",3,91
57,"Chemistry",4,81
57,"Chemistry",1,97
57,"Biology",3,79
57,"Biology",2,81
57,"Math",1,89
57,"Math",3,71
57,"Chemistry",1,79
57,"Physics",3,92
57,"Biology",4,97
57,"Biology",3,59
58,"Physics",1,51
58,"Math",1,96
58,"Math",1,68
58,"Physics",4,81
58,"Chemistry",3,70
58,"Physics",3,87
58,"Math",1,95
58,"Math",2,79
58,"Math",2,80
58,"Chemistry",1,51
59,"Physics",4,59
59,"Biology",1,60
59,"Biology",2,47
59,"Physics",1,49
59,"Chemistry",2,69
59,"Math",3,81
59,"Math",3,81
59,"Math",2,90
59,"Math",4,96
59,"Physics",4,69
60,"Biology",2,97
60,"Chemistry",3,92
60,"Math",2,51
60,"Chemistry",3,70
60,"Biology",2,73
60,"Physics",4,79
60,"Biology",2,82
60,"Physics",4,65
60,"Biology",2,89
60,"Physics",2,52
61,"Physics",4,95
61,"Biology",2,84
61,"Math",2,47
61,"Physics",1,59
61,"Math",3,69
61,"Chemistry",3,62
61,"Chemistry",1,85
61,"Math",1,62
61,"Physics",4,54
61,"Chemistry",2,98
62,"Math",3,73
62,"Physics",4,91
62,"Physics",3,64
62,"Physics",4,73
62,"Biology",4,59
62,"Biology",3,74
62,"Math",3,81
62,"Chemistry",2,86
62,"Physics",1,98
62,"Chemistry",4,66
63,"Biology",2,84
63,"Biology",4,82
63,"Biology",4,99
63,"Chemistry",2,96
63,"Chemistry",4,80
63,"Biology",2,71
63,"Math",4,86
63,"Chemistry",1,56
63,"Physics",3,66
63,"Physics",1,97
64,"Math",3,93
64,"Chemistry",1,47
64,"Chemistry",1,54
64,"Physics",4,61
64,"Biology",4,80
64,"Math",4,68
64,"Math",2,83
64,"Math",2,100
64,"Chemistry",1,75
64,"Physics",4,59
65,"Physics",2,99
65,"Physics",1,94
65,"Math",1,87
65,"Chemistry",1,64
65,"Biology",2,66
65,"Biology",3,65
65,"Math",2,75
65,"Chemistry",1,96
65,"Chemistry",2,92
65,"Physics",3,94
66,"Chemistry",1,79
66,"Physics",2,100
66,"Chemistry",3,60
66,"Biology",2,78
66,"Math",1,97
66,"Chemistry",3,82
66,"Chemistry",2,83
66,"Physics",4,66
66,"Biology",4,80
66,"Biology",4,51
67,"Biology",1,91
67,"Math",4,60
67,"Math",1,98
67,"Physics",1,51
67,"Physics",1,82
67,"Biology",3,90
67,"Biology",1,87
67,"Physics",4,67
67,"Biology",3,65
67,"Chemistry",1,58
68,"Biology",3,65
68,"Biology",3,74
68,"Chemistry",4,51
68,"Chemistry",1,77
68,"Physics",3,85
68,"Chemistry",4,96
68,"Biology",4,100
68,"Math",3,77
68,"Math",2,93
68,"Chemistry",1,89
69,"Math",4,63
69,"Math",2,50
69,"Physics",2,57
69,"Physics",3,80
69,"Biology",3,65
69,"Chemistry",4,54
69,"Physics",3,85
69,"Physics",3,95
69,"Physics",4,87
69,"Math",1,79
70,"Math",1,87
70,"Biology",4,83
70,"Chemistry",4,85
70,"Chemistry",4,46
70,"Biology",3,46
70,"Physics",1,54
70,"Biology",2,90
70,"Chemistry",3,48
70,"Chemistry",3,87
70,"Biology",2,73
71,"Chemistry",4,52
71,"Chemistry",4,71
71,"Chemistry",2,45
71,"Physics",2,88
71,"Physics",1,52
71,"Math",1,93
71,"Math",1,81
71,"Chemistry",1,93
71,"Physics",2,56
71,"Physics",3,93
72,"Math",4,66
72,"Math",2,77
72,"Math",4,77
72,"Math",4,57
72,"Biology",4,52
72,"Math",4,48
72,"Biology",4,56
72,"Biology",3,93
72,"Physics",2,75
72,"Chemistry",1,83
73,"Biology",3,95
73,"Chemistry",3,97
73,"Chemistry",4,47
73,"Math",2,65
73,"Biology",3,88
73,"Chemistry",3,86
73,"Physics",1,52
73,"Math",1,68
73,"Math",3,94
73,"Physics",3,94
74,"Physics",3,47
74,"Chemistry",2,76
74,"Physics",4,82
74,"Chemistry",2,83
74,"Physics",3,52
74,"Chemistry",2,48
74,"Biology",2,87
74,"Physics",3,47
74,"Chemistry",3,86
74,"Physics",4,76
75,"Chemistry",2,79
75,"Chemistry",3,96
75,"Biology",3,64
75,"Biology",4,79
75,"Math",4,92
75,"Physics",3,66
75,"Physics",1,61
75,"Biology",1,84
75,"Chemistry",4,62
75,"Chemistry",4,80
76,"Chemistry",2,55
76,"Biology",2,76
76,"Physics",3,86
76,"Chemistry",4,71
76,"Chemistry",2,80
76,"Math",1,64
76,"Math",3,65
76,"Chemistry",2,91
76,"Physics",3,70
76,"Physics",1,57
77,"Chemistry",3,71
77,"Physics",1,52
77,"Math",4,94
77,"Math",3,56
77,"Biology",4,95
77,"Chemistry",2,71
77,"Physics",2,66
77,"Chemistry",2,50
77,"Physics",1,94
77,"Math",3,77
78,"Chemistry",4,61
78,"Biology",2,87
78,"Physics",3,63
78,"Math",2,49
78,"Math",1,91
78,"Physics",4,61
78,"Math",1,65
78,"Chemistry",3,64
78,"Math",3,58
78,"Physics",3,83
79,"Physics",2,63
79,"Physics",3,75
79,"Biology",2,94
79,"Biology",3,92
79,"Biology",1,52
79,"Math",1,85
79,"Biology",4,51
79,"Chemistry",4,90
79,"Physics",4,95
79,"Chemistry",3,71
80,"Physics",4,81
80,"Biology",3,69
80,"Math",1,54
80,"Chemistry",2,64
80,"Math",1,53
80,"Physics",4,47
80,"Biology",1,95
80,"Math",1,60
80,"Chemistry",3,62
80,"Biology",2,85
81,"Chemistry",2,69
81,"Biology",3,75
81,"Physics",3,88
81,"Math",2,59
81,"Biology",4,52
81,"Physics",4,62
81,"Biology",4,60
81,"Physics",2,96
81,"Math",2,48
81,"Biology",4,65
82,"Physics",4,45
82,"Chemistry",4,58
82,"Math",3,48
82,"Math",1,45
82,"Chemistry",1,52
82,"Physics",1,83
82,"Biology",2,99
82,"Physics",4,45
82,"Physics",1,52
82,"Biology",4,78
83,"Physics",2,89
83,"Biology",4,59
83,"Math",1,75
83,"Physics",4,100
83,"Chemistry",3,90
83,"Biology",4,46
83,"Math",3,85
83,"Chemistry",4,46
83,"Biology",3,47
83,"Math",4,94
84,"Chemistry",1,89
84,"Physics",1,93
84,"Biology",3,81
84,"Chemistry",1,98
84,"Math",3,86
84,"Physics",4,59
84,"Physics",4,51
84,"Math",2,52
84,"Math",3,87
84,"Biology",3,100
85,"Math",3,73
85,"Physics",3,74
85,"Math",2,99
85,"Physics",3,47
85,"Biology",1,77
85,"Biology",3,96
85,"Physics",1,61
85,"Biology",4,58
85,"Math",2,76
85,"Physics",1,66
86,"Math",3,93
86,"Math",4,61
86,"Biology",2,51
86,"Biology",4,79
86,"Biology",3,68
86,"Chemistry",2,92
86,"Biology",3,50
86,"Biology",4,87
86,"Physics",1,54
86,"Biology",2,49
87,"Math",3,50
87,"Biology",2,75
87,"Chemistry",3,59
87,"Chemistry",2,58
87,"Chemistry",3,74
87,"Chemistry",3,66
87,"Physics",1,92
87,"Chemistry",1,73
87,"Biology",4,71
87,"Math",4,93
88,"Chemistry",3,83
88,"Math",3,91
88,"Biology",3,82
88,"Physics",1,56
88,"Chemistry",4,64
88,"Chemistry",2,57
88,"Math",2,95
88,"Chemistry",1,70
88,"Physics",4,73
88,"Math",4,73
89,"Math",3,88
89,"Physics",4,70
89,"Math",3,67
89,"Math",4,54
89,"Biology",2,56
89,"Biology",2,65
89,"Physics",1,53
89,"Biology",2,53
89,"Math",1,59
89,"Chemistry",1,69
90,"Biology",4,66
90,"Physics",1,68
90,"Physics",3,85
90,"Physics",2,49
90,"Physics",4,99
90,"Math",1,49
90,"Physics",2,97
90,"Biology",4,89
90,"Chemistry",3,68
90,"Math",2,47
91,"Biology",2,60
91,"Biology",3,72
91,"Math",4,58
91,"Biology",4,95
91,"Math",2,67
91,"Biology",4,98
91,"Biology",4,51
91,"Chemistry",2,97
91,"Math",4,64
91,"Chemistry",3,60
92,"Chemistry",1,76
92,"Math",3,58
92,"Math",2,81
92,"Physics",4,82
92,"Math",1,99
92,"Physics",1,82
92,"Biology",4,52
92,"Chemistry",3,100
92,"Biology",1,98
92,"Physics",4,74
93,"Chemistry",4,62
93,"Biology",4,75
93,"Math",2,46
93,"Physics",1,85
93,"Math",1,60
93,"Physics",3,91
93,"Math",1,88
93,"Physics",1,92
93,"Math",3,95
93,"Math",4,73
94,"Math",1,70
94,"Math",3,55
94,"Physics",2,72
94,"Chemistry",2,73
94,"Biology",1,65
94,"Physics",3,83
94,"Physics",3,55
94,"Physics",4,84
94,"Math",2,57
94,"Biology",4,71
95,"Math",1,68
95,"Physics",4,78
95,"Biology",3,61
95,"Math",4,67
95,"Physics",4,79
95,"Chemistry",4,73
95,"Biology",4,59
95,"Chemistry",3,93
95,"Math",2,49
95,"Biology",3,82
96,"Biology",4,94
96,"Biology",3,55
96,"Physics",3,47
96,"Chemistry",2,86
96,"Biology",4,52
96,"Physics",2,87
96,"Physics",4,73
96,"Math",3,79
96,"Biology",3,80
96,"Biology",4,97
97,"Biology",2,58
97,"Physics",2,50
97,"Chemistry",3,91
97,"Physics",3,74
97,"Chemistry",2,63
97,"Physics",3,58
97,"Physics",2,88
97,"Math",3,51
97,"Chemistry",1,69
97,"Chemistry",1,63
98,"Math",4,100
98,"Biology",3,58
98,"Physics",3,83
98,"Physics",2,89
98,"Math",4,69
98,"Biology",1,77
98,"Math",1,64
98,"Chemistry",4,56
98,"Math",3,88
98,"Physics",2,80
99,"Biology",1,65
99,"Chemistry",2,94
99,"Math",1,52
99,"Chemistry",3,75
99,"Chemistry",3,60
99,"Chemistry",4,90
99,"Biology",4,63
99,"Biology",4,64
99,"Math",2,99
99,"Biology",4,47
100,"Physics",1,88
100,"Physics",4,58
100,"Biology",1,96
100,"Physics",1,46
100,"Physics",4,82
100,"Chemistry",3,70
100,"Biology",1,58
100,"Physics",2,58
100,"Chemistry",3,69
100,"Math",1,72
101,"Math",3,53
101,"Physics",2,85
101,"Chemistry",2,77
101,"Chemistry",1,70
101,"Biology",1,91
101,"Math",3,68
101,"Biology",3,57
101,"Biology",2,47
101,"Physics",1,83
101,"Math",4,51
102,"Math",4,81
102,"Biology",2,70
102,"Biology",1,63
102,"Physics",4,49
102,"Physics",2,73
102,"Physics",4,77
102,"Physics",2,73
102,"Biology",2,50
102,"Biology",2,93
102,"Biology",1,50
103,"Physics",1,65
103,"Math",4,92
103,"Math",1,62
103,"Physics",3,100
103,"Physics",4,59
103,"Math",1,62
103,"Chemistry",1,57
103,"Biology",1,80
103,"Physics",3,50
103,"Biology",2,92
104,"Physics",2,99
104,"Physics",3,69
104,"Physics",1,58
104,"Math",1,67
104,"Biology",1,86
104,"Biology",3,92
104,"Biology",4,66
104,"Chemistry",3,90
104,"Physics",3,50
104,"Math",4,85
105,"Physics",2,53
105,"Chemistry",3,99
105,"Biology",3,82
105,"Math",3,61
105,"Biology",4,80
105,"Chemistry",1,65
105,"Physics",3,54
105,"Physics",4,48
105,"Math",4,94
105,"Physics",4,98
106,"Chemistry",4,66
106,"Biology",1,51
106,"Math",3,79
106,"Biology",4,63
106,"Chemistry",1,53
106,"Chemistry",4,71
106,"Math",1,79
106,"Math",2,84
106,"Chemistry",4,66
106,"Chemistry",1,64
107,"Biology",2,75
107,"Biology",2,64
107,"Biology",3,86
107,"Biology",2,100
107,"Chemistry",1,84
107,"Biology",3,79
107,"Math",2,46
107,"Physics",4,65
107,"Physics",3,66
107,"Biology",4,77
108,"Physics",3,80
108,"Chemistry",2,97
108,"Chemistry",3,97
108,"Biology",4,85
108,"Physics",3,60
108,"Biology",1,89
108,"Biology",4,56
108,"Physics",2,71
108,"Chemistry",2,87
108,"Biology",3,53
109,"Biology",3,73
109,"Math",4,74
109,"Physics",2,77
109,"Math",1,87
109,"Physics",4,98
109,"Math",2,75
109,"Biology",1,59
109,"Biology",3,59
109,"Math",1,54
109,"Physics",4,70
110,"Biology",4,98
110,"Chemistry",3,87
110,"Math",2,86
110,"Biology",2,85
110,"Biology",2,48
110,"Chemistry",1,64
110,"Math",2,73
110,"Physics",4,62
110,"Biology",3,52
110,"Chemistry",2,98
111,"Physics",1,65
111,"Physics",2,92
111,"Biology",3,97
111,"Biology",3,93
111,"Chemistry",3,85
111,"Biology",2,53
111,"Physics",4,72
111,"Math",1,73
111,"Math",2,64
111,"Math",1,67
112,"Math",1,46
112,"Math",3,77
112,"Biology",4,57
112,"Math",1,92
112,"Physics",1,96
112,"Math",2,54
112,"Chemistry",4,91
112,"Math",2,50
112,"Math",4,52
112,"Physics",4,75
113,"Physics",1,71
113,"Math",4,89
113,"Math",4,87
113,"Biology",3,80
113,"Chemistry",2,71
113,"Physics",2,47
113,"Chemistry",2,50
113,"Math",3,54
113,"Physics",4,97
113,"Physics",3,74
114,"Math",3,56
114,"Math",3,68
114,"Biology",4,99
114,"Physics",3,65
114,"Chemistry",4,90
114,"Biology",3,87
114,"Biology",4,81
114,"Physics",4,54
114,"Math",4,51
114,"Chemistry",1,81
115,"Biology",1,77
115,"Chemistry",3,61
115,"Chemistry",3,69
115,"Physics",3,74
115,"Physics",4,86
115,"Biology",1,52
115,"Chemistry",2,75
115,"Physics",4,60
115,"Chemistry",2,94
115,"Chemistry",1,77
116,"Math",3,86
116,"Chemistry",2,52
116,"Chemistry",1,78
116,"Biology",3,96
116,"Math",4,85
116,"Math",3,67
116,"Chemistry",1,73
116,"Chemistry",3,58
116,"Physics",4,49
116,"Math",1,55
117,"Biology",2,68
117,"Biology",2,80
117,"Chemistry",4,63
117,"Math",4,60
117,"Biology",1,66
117,"Physics",3,60
117,"Chemistry",4,88
117,"Chemistry",4,79
117,"Chemistry",2,93
117,"Math",4,48
118,"Chemistry",4,94
118,"Math",2,78
118,"Chemistry",3,73
118,"Math",3,54
118,"Chemistry",4,93
118,"Math",4,68
118,"Biology",4,86
118,"Physics",2,61
118,"Biology",1,84
118,"Math",4,54
119,"Physics",3,93
119,"Physics",2,52
119,"Chemistry",2,88
119,"Biology",4,66
119,"Math",4,78
119,"Biology",2,64
119,"Biology",4,83
119,"Biology",2,82
119,"Chemistry",4,60
119,"Biology",4,81
120,"Biology",2,96
120,"Biology",1,50
120,"Biology",3,50
120,"Biology",3,67
120,"Math",3,90
120,"Chemistry",2,46
120,"Math",1,48
120,"Math",2,91
120,"Biology",4,75
120,"Math",3,78
121,"Math",2,56
121,"Math",1,96
121,"Biology",2,80
121,"Physics",1,63
121,"Physics",3,65
121,"Physics",2,86
121,"Math",4,72
121,"Physics",3,55
121,"Math",1,89
121,"Physics",1,95
122,"Chemistry",4,62
122,"Biology",1,61
122,"Chemistry",4,84
122,"Math",3,92
122,"Biology",1,75
122,"Math",2,82
122,"Physics",4,61
122,"Biology",4,46
122,"Physics",4,57
122,"Biology",3,67
123,"Math",2,46
123,"Chemistry",3,89
123,"Math",4,62
123,"Math",2,52
123,"Math",3,100
123,"Biology",1,69
123,"Physics",1,71
123,"Biology",3,57
123,"Chemistry",1,92
123,"Biology",1,69
124,"Chemistry",1,100
124,"Physics",3,90
124,"Biology",1,85
124,"Biology",4,64
124,"Physics",1,64
124,"Chemistry",3,92
124,"Math",1,67
124,"Biology",1,98
124,"Biology",4,51
124,"Physics",2,89
125,"Biology",2,88
125,"Math",1,54
